,product_name,brand,water_usage_liters,carbon_footprint_kg,energy_consumption_kwh,packaging_waste_g,biodegradability,hazardous_chemicals,recyclability_score,environmental_certifications,environmental_impact_score
7680,"YOUNGS BLOOD ALL NATURAL, ANTI-AGING, LIFTING SERUM",YOUNGS BLOOD,0.233,0.012,0.443,6,0.0,0,8,0,0.015
7681,"Birch water, 300 ml, Birch juice",Aromatic Botanicals,127.0,1.387,64.5,48,0.0,0,8,0,0.747
7682,Loreal Paris Elvive Nutri Gloss Shampoo,Loreal Paris,0.62,0.689,1.12,25,100.0,1,10,0,0.476
7683,Natural Deodorant Spray,NATURAL DEODORANT,260.0,0.0,1.8,11,0.5,0,9,0,0.3234
7684,Mascara 4D Lash Epic Black,MAC,185.0,0.834,0.126,2,12.97,12,9,0,0.225
7685,Masque Sensoriel Retrouvailles,Yves Rocher,0.0,-0.00032029,3.366e-05,20,0.17783849,2,8,0,0.00060861
7686,Golden Glow - Perfectly Matte Bronzer,Golden Glow,3.3,0.009435758,0.001618506,36,50.0,8,9,0,0.012096508
7687,Himalaya Pure Rose Water,Himalaya,1.2,0.0189,2.1,11,100.0,0,9,0,0.2254
7688,MOYA - SPRING,MOYA,150.0,0.37024013,0.007155441,8,0.0,7,6,0,0.73674546
7689,Aqua,Balea,5.4,4.79,0.58,11,99.7,0,0,0,0.0136
7690,"Skin Care, Body Care, Hair Care",PAYOT,1.2,0.855,0.18,70,89.0,0,8,0,0.147
7691,Pearl and Ivory liquid soap,Nature's Gate,2.0,0.4027,0.0656,21,67.77,2,7,0,0.3466
7692,Eucerin Redness Relief Soothing Night Cream,Eucerin,2.25,0.058860179,0.560457032,26,4.0,0,8,0,0.172277161
7693,Pure Natural Skin Care,Natural Skin Care,1.5,0.0098468472,0.002784652,20,53.2187111,0,10,0,0.0098468472
7694,Sweet Mint Shampoo,D'Care,177.0,0.88031992,9.25,0,10.0,2,6,1,0.57101307
7695,Cetaphil Gentle Skin Cleanser,Cetaphil,5.0,0.20655484,0.0087706178,23,98.0,2,7,1,0.60467973
7696,Hydrogen peroxide 3%,TREACLE,2.0,0.013,0.24,14,0.0,0,9,0,2.726790986
7697,Youthful Eye Cream,Skin Medica,2.4,1.046,0.037,11,86.0,1,10,2,0.773
7698,Miss Moss,The Body Shop,1.65,0.00257281025,0.01,42,100.0,0,10,0,0.311331166
7699,Mouthwash,Colgate,121.0,24.773,5.12,101,91.11,0,9,0,0.052
7700,Metal Legend,Lululun,1.2,0.025,0.45,14,0.05,0,8,0,0.119
7701,BODY & FACE WIPES WITH ALOE VERA & VITAMIN E,BABYBEL,3.78,0.119,0.125,119,96.8,2,8,0,0.326
7702,Cocoon,NIVEA,1.8,0.016,0.82,8,99.55,6,6,0,0.213
7703,LA BLANCHEUR Cure Classic Face Essence,LA BLANCHEUR,1.5,0.545,0.029,12,0.9,0,8,0,0.407
7704,Sweet Almond Oil,Guerlain,1.17,12.57,0.02,11,72.1,0,6,0,0.28
7705,Lancôme Energie de Vie Energizing Day Cream,Lancôme,241.1,0.43,2.67,211,87.0,3,9,0,0.523
7706,Lush,Lush,0.0,0.384,0.266,18,50.0,0,6,0,0.766
7707,Hair products,Pantene,627.0,174.649,3.119,50,0.0,0,8,0,101.615
7708,Eye shadow,Maybelline,0.384,0.005,0.008,31,80.0,11,0,0,0.038
7709,NIVEA Sun Protect & Moisture Body Milk SPF 50+,NIVEA,21.8,1.01,3.3,21,0.0,12,3,0,1.12
7710,Dove Original Beauty Bar,Dove,1.8,0.153,0.004,18,0.99,0,9,0,0.398
7711,Hand cream (100 ml),CeraVe,62.94,0.219,1.01,152,0.0,2,8,0,0.4
7712,Lipstick,L'Oreal Paris,129.4,3.41,0.25,20,70.9,5,5,0,0.50877678
7713,Snowberry Body Wash,Snowberry,123.4,0.157,0.786,10,99.0,2,8,0,0.232
7714,Essential Oil of Tea Tree,The Body Shop,40.0,0.367,1.56,28,92.0,2,6,1,0.603
7715,Wondercone,The Body Shop,0.5,250.0,1.0,3,0.0,2,2,0,5.0
7716,FEELS BREATHABLE BLUSH,Maybelline,0.0,1.0,1.0,7,96.0,1,7,0,1.0
7717,Acqua Di Gio Pour Homme,Giorgio Armani,83.781,133.813,1.372,245,82.35,5,5,3,0.9507
7718,E'Kiss Kiss Love Me,L'Oréal,1.9,0.21040000000000003,0.001,6,69.0,7,8,0,0.46440000000000003
7719,Almay Liquid Eyeliner,Almay,17.0,0.035,0.973,22,0.0,0,1,0,1.919
7720,Rituals Ritual of Ayurveda™ Revitalizing Shower Gel,Rituals,2.0,4.426,0.1,26,92.6,1,7,2,0.918
7721,The Body Shop™,The Body Shop™,2.0,3.6974,0.334,5,0.9861,1,9,1,0.525
7722,SkinFood Full Filler EYE AMPOULE (15ml),SkinFood,15.0,98.95,0.0271,17,0.75,0,7,0,0.4824
7723,Garnier Ultra-Lift Anti-Aging Serum,Garnier,3.4,2.387,1.12,32,0.0,7,3,0,0.458
7724,Bajora 100% Natural Mosquito Repellent Spray,Bajora,50.0,0.44961,0.186,18,0.88,1,8,0,0.7588
7725,L'Oreal Paris EverSleek Pro-Keratin Straightening Balm,L'Oreal Paris,11.0,1.29,1.85,120,7.7,0,8,0,0.10299066
7726,HYDRATING WATER CREAM,Garnier,1.0,0.9207,1.0,45,85.67,12,8,0,0.9734
7727,Sparkle Eyes,Natural Essence,0.1,0.212,0.256,34,0.854,0,9,0,0.291
7728,Dermalogica BODY SMOOTH™ BODY EXFOLIATOR,Dermalogica,1.0,0.0,0.38,45,90.19,0,8,0,0.16012979
7729,Palmer's Cocoa Butter Formula Moisturizing Skin Cream,Palmer's,0.0,0.0,0.0,30,100.0,0,9,0,0.0
7730,HEALTHY CHOICE BODY LOTION,HEALTHY CHOICE,0.0,0.0,0.0,95,24.19,10,1,1,0.0
7731,Fruit Eye Shadow,STUDIOGHARA,4.0,0.003619351,1.15761641,28,0.0,2,8,0,0.12994127
7732,Firming Lifting Serum,OZNaturals,29.0,1.43,2.1,129,59.909,1,0,0,0.049
7733,Essence of Water,ALBERTA,18.0,0.045312497,0.14,63,0.934819881,2,4,0,0.686132579
7734,Eye Shadow,Victoria's Secret,17.98,0.111,0.103,10,0.843,1,4,0,0.485
7735,KISS ME MASQUE,Wet n Wild,0.35,0.004183717,0.00135,11,100.0,0,4,0,0.070958573
7736,TEA TREE TONIC CLARIFYING TONER,The Body Shop,14.0,1.42,0.159,8,100.0,0,10,0,0.074
7737,Luxury Rose,Luxury,127.0,0.842,0.191,20,92.49,6,7,0,0.339
7738,Bubble bath,Weleda,28.0,9.337,0.248,52,83.8,16,7,8,3.989
7739,Kérastase Nutritive Haircare Range,Kérastase,12.6,0.592325,1.87,10,52.0,1,5,1,0.206348
7740,Skin Perfecting Liquid Foundation,L'Oreal Paris,2.1,0.8413,0.00416,157,0.21,5,8,0,0.2679
7741,Garnier Nutrisse Crème Hair Colour in 5.60 Golden Brown,Garnier,12.0,11.66,0.78,20,53.0,2,8,0,17.14
7742,Vitamin C+E Serum,Nyaka Naturals,1.0,0.89,0.0167,20,100.0,0,5,0,0.80155809
7743,SWEET POINT,KIKO MILANO,0.0,0.0,0.0,0,100.0,0,8,0,0.0
7744,Eyeliner,Essence,0.0,0.0,0.0,24,0.0,4,5,0,5.98
7745,Rosehip nourishing oil,Sukin,2.3,0.015,0.00096,34,5.5,0,5,1,0.345
7746,Burt's Bees\Gentle Foaming Cleanser,Burt's Bees,26.8,0.074,0.98,388,86.28,0,8,0,0.176
7747,IPKN Perfect Matte Finish BB Cream SPF40 PA+++,IPKN,2500.0,10.97,0.18,9,81.08,1,2,0,0.959761322
7748,Fused Deo,Fused,119.0,2.326,0.008,7,0.0,0,4,0,2.548
7749,CETAPHIL GENTLE SKIN CLEANSER,CETAPHIL,0.48,0.0021,0.002,114,98.0,0,9,0,0.0027
7750,4u2 petroleum jelly,4u2,10.0,0.07842,0.047,3,80.0,0,8,0,0.66426
7751,Regeneration Cream,Elizabeth Arden,0.1,0.01,0.04,2,0.0,2,6,0,0.1
7752,Haircut for women - 1905,Golden Rose,1.2,0.017,8.0,9,99.85,2,7,0,0.577
7753,MUD,MUD,14.0,0.04573000000000001,0.04345,38,88.77900000000002,9,5,0,0.3276699999999999
7754,LUXURY MINERAL FOUNDATION,COLOURPOP,14.09,0.0,2.89,37,0.6,1,1,0,0.41646885
7755,Instant Eye Lift Perfecting Concealer,L'Oreal Paris,126.0,0.3322,0.0719,16,0.0,0,4,0,0.2208
7756,Argan Oil Shampoo,Pure Argania,13.2,0.0,0.941,61,63.0,0,1,0,0.394
7757,Skin Hydrating Night Cream,L'Oréal Paris,4.4,16.11,4.5,45,0.02,1,7,1,0.652678379
7758,Skin Softening Day Cream SPF 15,L'OCCITANE,191.7,0.51663,0.138,98,50.0,24,3,0,0.5536
7759,Beauty Out Bursting Bronzer,Beauty Out,0.36,0.00051,0.00216,22,0.23,1,6,0,0.292484375
7760,Aromatic Soap,NIVEA,236.0,1.4264,6.77,249,43.76,2,3,0,0.2485
7761,Natural Lip Balm,Aromatherapy Associates,0.0,0.063,0.01,24,0.9,0,8,0,0.139
7762,Melissa Essential Oil,Bell,0.0,2.76,0.0,5,99.0,0,7,0,0.00052840000000004
7763,Burt's Bees Shea Butter Hand Cream,Burt's Bees,19.65,0.59,0.69,9,0.0,1,8,1,0.224373349
7764,Cornish Sea Salt,Lush,0.232,0.003,0.004,13,0.0,0,0,0,0.021
7765,Carefree,Nature's Gate,608.0,0.281,2.71,15,74.0,0,6,0,0.152
7766,Glasses,OPTIX,0.0,2.8379,0.0,16,93.0,0,6,1,15.6537
7767,M.A.C Pro Longwear Nourishing Waterproof Foundation,M.A.C,32.0,10.926,8.05,18,0.034,5,5,0,0.272
7768,Eye Liner,Loreal Paris,8.0,17.731999,0.022,31,90.0,5,5,0,61.3615209
7769,[Product name],[Product brand],34.55,12.04,14.64,173,15.0,3,7,1,2.191475425
7770,Elizabeth Arden Perfect Cream,Elizabeth Arden,122.2,15.3199166666667,1.05,5,0.13237757084451,29,4,0,0.0869969444444444
7771,Hair Conditioner,JustNaturals,17.5,0.859,0.15,112,98.86,0,8,0,0.504
7772,LIP BALM,ILIA,0.0,0.0,0.0,21,0.0,0,5,1,0.0
7773,Luxury Rosehip Seed Oil,The Ordinary,1.0,6.63,0.0045,1,96.43,2,8,0,0.8332883001202945
7774,Rosy Cheeks Solid Foundation,Maybelline New York,0.0,1.09,0.36,8,99.0,2,2,0,0.7274
7775,Liquid Foundation,L'Oréal,10.0,1.43,1.3,13,14.3,2,9,0,0.2106325
7776,BABOR,Bab,0.0,0.0,0.0,34,0.0,0,7,0,0.0
7777,Fantasy,Oriflame,0.0,1.29,0.0,16,91.7,0,7,0,0.769
7778,TONIC HEAD TOE FOOT AND SKIN CARE MOISTURIZER,TONIC,11.0,2.7199,2.32,128,88.93,12,9,0,10.196
7779,Mascara,L'Oreal Paris,25.0,1.02,2.02,120,51.0,9,3,0,0.45
7780,Anti Cimicid Spray,Pest Expert,350.0,5.34,15.0,15,97.0,2,9,1,0.168450621
7781,Lip Balm,Pantene,116.0,4.38,2.33,5,83.6,5,5,0,4.78
7782,BODY INSTANT MOISTURIZING LOTION SPF 25,HERBALIFE,0.0,0.0,0.0,10,72.0,0,8,0,1.0
7783,Body Lotion,The Body Shop,14.0,0.039,3.0,74,85.7,0,7,2,0.673
7784,Lectric Shave Cream,Lectric,0.5,0.002,0.304,62,0.89,1,9,0,0.455
7785,Mascara,Maybelline,0.0,0.25,0.6,10,0.15,32,3,0,0.84
7786,Beauty in the world by l'Oréal Paris,l\'Oréal Paris,157.0,0.427,0.306,42,94.3,0,0,0,0.694
7787,Eyebrow Styling Gel,KIKO,159.8,0.058,1.3,8,0.0,1,8,0,0.009
7788,Creamy Lotion\n,Bioprofessional,164.0,13.402,0.044,390,90.0,2,5,1,30.6104761904762
7789,Ladies' Cream Perfume,Paco Rabanne,5.0,1.93,0.705,240,95.53,2,5,1,0.522
7790,YSL Touche Éclat All-In-One Glow Highlighting Duo - Medium-Dark,Yves Saint Laurent,6.3,1.49,1.43,13,19.5,16,3,0,0.695
7791,Pure coconut oil,Kyana,1.0,0.004408,0.000151,17,0.88,0,5,0,0.536745921
7792,"L'Oréal Paris USA Hair Color - Preference, 6.68 fl oz (200 ml) (Brown)",Lóreal Paris,0.0,0.056,0.016,23,0.0,0,10,0,0.051
7793,GREAT DAYS HAIR DAYA SMOOTHING CREAM,GREAT DAYS,160.0,5.13,1.8,42,80.0,2,5,0,4.49
7794,Alcool Santisateur,ALCARCO,10.0,1.11,0.011,14,5.96,0,9,0,0.186
7795,Dove Advanced Density Shampoo and Conditioner,Dove,19.0,0.439,1.02,76,83.0,0,8,0,0.212
7796,DermaWash Hypoallergenic Shampoo,OLAY,1.56,0.0328,0.0052,92,0.4556,3,4,2,0.1285
7797,Rose and Jasmine Perfume 2018,Amber,1.7,0.299,0.089,7,89.9,0,8,0,0.407
7798,BABOR,BABOR,19.0,0.229,0.151,20,0.0,1,10,0,0.296
7799,CERAMIDES,LANCÔME,30.04,0.1165,0.012,13,92.1,1,8,0,0.5825
7800,Baby Dove bebe deodorant,Dove,0.4,0.243,0.194,7,0.0,0,6,0,0.726
7801,Smart Eye Liner,Smart,36.9,0.22,0.114,14,0.89,2,4,0,0.032
7802,Oliva Deep Cleansing Shampoo,Oliva,1.13,0.0485,0.0751,113,77.62,6,3,0,0.0519
7803,Jordan Essence,Jordan,2.25,1.39,2.66,36,92.43,1,6,0,0.523777988
7804,FANNY PACK,WELLA,5.8,1.9,0.013,5,0.603,2,7,1,0.144
7805,KAALI PEELI ALOE VERA GEL,KAALI PEELI,13.0,3.64,0.09617833,21,0.0,0,8,0,0.5820199
7806,Laughing Cow Cheese Spread,Laughing Cow,15.5,0.5261,1.92,15,12.7,2,1,1,0.3365
7807,Eyeshadow,MAKE UP FOR EVER,560.0,1.65,16.75,28,0.0,8,5,0,0.934898933
7808,LUMINOUS SILK FOUNDATION,MAC,2.0,0.0706015,0.0024803,24,0.0,6,7,0,0.00055115
7809,Bodyspray,Carolina Herrera,8.2,0.0981682,5.47,50,0.0,0,10,0,0.2676283
7810,PRIMAL HYDRATE PROTEIN SHAMPOO,PRIMAL,17.19,0.69852162,0.487,183,0.512,0,1,0,0.76696851
7811,"NIVEA Sun Protect & Moisture Spray SPF 50+, Kids",NIVEA,120.0,1.35426143,14.53,15,0.79,1,4,0,0.418425668
7812,Dry Shampoo,Dove,1.0,0.016645395,0.335714286,10,0.12,1,9,0,0.38386727
7813,Skin Vitamin C Glow Serum,The Body Shop,0.0,0.022,0.0,100,95.2,0,9,0,0.004
7814,Lipstick - Sienna,Nude by Nature,2.9,0.0074,14.7,12,0.0348,6,5,0,0.3013
7815,Fresh & Juicy Spray,NIVEA,135.0,0.38,1.1,19,97.0,0,9,0,0.184
7816,Baume De Rose Intense Eau De Parfum,Guerlain,7.4,0.52,3.1,18,100.0,0,6,2,0.71072489
7817,MIRACLE WHIP DRESSING,Kraft Heinz,0.85,3.44,1.65,30,0.03,0,1,0,7.49
7818,PALMER'S® Cocoa Butter Formula® Skin Therapy Swivel Stick,PALMER'S,0.34,0.0009,0.00101,30,0.054,0,4,0,0.02469
7819,Banana &amp; Papaya Body Butter,The Body Shop,168.0,5.0,0.3,110,0.0,0,5,0,4.46
7820,Environ SkinCare,Environ SkinCare,80.0,26.05850063,0.19325161,190,0.0,0,9,0,0.567353193
7821,VITALIZER EYE SOLUTION,Hm.,75.0,0.706,1.579,2,62.11,0,9,0,0.505
7822,MARVELLOUS EYE GEL,BLACK COSMETICS,2.0,0.051426355,0.337,28,95.0,0,7,0,0.006881115
7823,Eye cosmetics,L'Oréal,0.0,0.0,0.0,0,0.0,0,10,0,0.0
7824,Cucumber Fresh Peeling,Mariotte,0.0,0.0,0.0,129,99.5,0,10,0,0.0
7825,YOGURT CLEANSING OIL,EUROPEAN WAX CENTRE,0.0,0.0,0.0,35,90.0,0,5,0,0.0
7826,COLOUR SENSATIONAL EYESHADOW,MAYBELLINE NEW YORK,12.0,0.22,0.00905,8,44.95,0,7,0,0.1815
7827,MUG,MUG,3.0,0.126,0.012,12,69.58,8,9,0,0.455
7828,Klara Day cream,Klara,24.0,0.96,0.024,16,0.0,1,8,0,0.023
7829,Olay Foaming Cleansing Milk,Olay,0.35,0.12,0.19,24,0.8,1,3,0,0.43
7830,Mascara,Real Techniques,0.0,0.0,0.0,198,0.0,2,3,0,0.466666666666667
7831,Wild Rose Beauty Balm,Rosebud Perfume Co.,1.0,1.2895,1.0933,21,67.090321705673,0,5,0,0.50482249091282
7832,Fresh n Flowery,The Body Shop,34.0,0.206,0.067,136,0.0,1,5,0,0.04
7833,Garnier Sensitive Advanced Soothing Cleansing Milk,Garnier,5.18,0.02159,0.0145,13,0.6875,2,1,0,0.22186
7834,Thermo Lip,Kiko,0.3,0.025,0.001,2,0.45,0,4,0,0.05
7835,Elizabeth Arden 8 Hour Cream Lip Protectant SPF 15,Elizabeth Arden,36.63,1.198,0.766,105,0.73,1,7,0,0.586
7836,Rina,Rina,0.264,0.035,0.001,24,68.0,0,3,0,0.002
7837,Moodstruck 3D Fiber Lashes Mascara,L'Oreal Paris,3.35,0.221,0.002,16,90.92,1,1,0,0.209
7838,Milky Oil Cleanser,Estee Lauder,1.4,8.33,1.81,42,90.29,1,9,2,0.532459861
7839,The Body Shop Vitamin E Aqua Boost Gel,The Body Shop,5.2,0.043,0.013,12,0.86,0,1,0,0.02
7840,EYE COLOR GEL,Clinique,41.35,11.78,0.1,11,5.15,26,8,0,0.335554914
7841,Bioré Baking Soda Deep Pore Cleanser,Bioré,67.0,0.6434,0.006818,36,0.656,7,7,0,0.3456
7842,Yu-Be Moisturizing Skin Cream,Yu-Be,1.72,0.256,0.05,170,0.16,8,1,0,0.483
7843,Dove shampoo,Dove,1.2,0.0,0.0,26,88.0,0,6,0,0.0
7844,MascarĂ  - Violeta,L'OrĂ©al,34.0,1.91,0.054,10,0.0,1,1,0,0.04
7845,MILLIAN LIPSTICK,MILLIAN,0.17,0.000289,0.0114,0,0.0,0,10,0,0.00313
7846,Bronze Eye Shadow,MUFE,0.0,2.81,0.0,16,0.67,2,2,1,0.4188
7847,Kiehl’s Ultra Facial Cream,Kiehl’s,1.2,0.805373075,0.0028650083,180,0.932000004,0,5,0,0.288878474
7848,Garnier Pure Active Blemish Cleansing Wash,Garnier,0.54,0.0127,87.5,32,99.99,6,7,0,0.3384
7849,NIVEA FACE WASH GEL,NIVEA,42.95,0.6865,2.6,142,85.7,1,7,0,0.4676
7850,Bioderma Photoderm Max Cream SPF50+ Milk,Bioderma,1.0,0.86,2.64,12,50.0,0,5,0,0.13
7851,Aroma De Blanc,Coty Inc.,32.0,3.0024,5.9823,30,8.9,1,8,0,3.7135
7852,PURITA CLASSIC CREAM,PURITA,0.3,0.0005846413,0.48000000000000004,24,0.26000000000000006,0,8,0,0.0009149112
7853,Pur Cosmetics Illuminating Primer,Pur Cosmetics,4.1,0.048,0.0113,17,0.00707,2,4,1,2.7e-14
7854,NIVEA Creme,NIVEA,0.0,1.78,1.54,28,10.1,7,4,0,0.18
7855,VITAHAIR PROTECT,VitaSoy,12.0,0.684,0.578,74,96.48,4,6,1,0.438
7856,Eau De Parfum,L'OrÃ©al,137.0,24.9984,0.265,16,50.0,4,8,0,24.4707
7857,Pure Tonic,Pure Biology,30.0,1.19786125,1.32164063,6,12.5,0,8,0,0.76313541
7858,3D Mascara,Morsi,28.0,13.7,1.15,5,0.04182559,1,9,0,0.19311423
7859,Rinse-free hand sanitizer,Purell,49.4,2.5,12.3,5,0.52,2,1,0,0.3738378
7860,Blissful Body Lotion,Bliss,2.0,11.15,12.1,14,98.0,0,1,0,0.1918331
7861,Nail polish,Rimmel,2.3,0.0046,2.045,12,0.53,2,5,1,0.0035
7862,MILKY WAY,INERDYS,0.0,0.0,0.0,43,100.0,0,4,0,0.0
7863,NIVEA Sensitive Skin Roll-On,NIVEA,443.0,164.21,147.84,68,0.0,15,5,0,1.74
7864,INNISFREE MINIMALIST TONER,INNISFREE,36.0,54.0,0.6,100,65.0,4,5,0,35.0
7865,Sudanese Shea Butter,Violette King,0.0,0.143,0.055,36,0.0,0,4,0,0.26
7866,VEGAN MASCARA,VEGAN,0.0,0.0,0.0,56,0.0,7,3,0,0.209439275737842
7867,MUD MASK,AMAZON,0.0,0.017065176,0.001810387,42,93.7,2,4,0,0.50060647
7868,Skin Enhancer for Women,L'Oreal,2.1,0.003103126,0.000147054,20,0.54,1,1,0,0.39479245
7869,Eyebrow Pencil,NYX Professional Makeup,3.0,0.05885,0.00410949,0,88.0,0,8,0,0.950931630334047
7870,Skin Renewing Serum,Skin Actives,191.49,0.389,3.76,6,90.3,4,5,0,0.631
7871,Bellami Hair Care Serum,Bellami,2.0,0.071,0.002,116,86.203484597634,1,5,0,0.08830334
7872,VITAMIN C SERUM,NIVEA,70.2,24.8,0.122,53,90.73,0,9,0,0.332
7873,SABON,SABON,2.85,0.037,0.0028,38,0.99,0,9,0,0.253
7874,JANE IREDALE,JANE IREDALE,44.64,0.17451152,0.31798967,10,95.45,0,10,0,0.506364
7875,FANCL MOISTURE CREAM,FANCL,1.8,1.81,0.03414964,11,0.96,0,7,0,3.3508307
7876,LA ROCHE-POSAY DERMA~5 SOAP-FREE CLEANSER,La Roche-Posay,12.5,0.0604,0.000495,140,98.9,1,6,1,0.0788
7877,BB Cream,NARS,12.0,1.06,0.15,20,0.0,0,4,0,0.999962273
7878,Hey Jude!,Hey Jude!,10.0,0.0442,0.496,16,87.15,0,5,0,0.225
7879,L'OCCITANE - SHEA BUTTER ULTRA RICH CONDITIONER,L'OCCITANE,12.25,0.197,22.73,10,92.6,2,8,0,0.009415173
7880,Hand & Nail Cream,The Body Shop,106.0,196.0,3.4,6,0.2173,1,8,0,0.3371
7881,MARC JACOBS BEAUTY - CUSHION BLUSH,MARC JACOBS BEAUTY,0.0,27.5,0.33,9,82.69,3,7,0,0.31463324
7882,ANEW Ultimate Anti-Aging Cream,Clinique,5.25,0.326,0.017,29,0.867,2,7,0,0.388
7883,CeraVe,CeraVe,0.75,1.1147,0.0872,42,84.0,2,4,0,0.7538
7884,C&A Cosmetic,C&A,54.0,0.114420806,0.061585266,3,97.0,3,4,1,0.506845723
7885,Lush LEMON GRASS SCENTED MOISTURISING LOTION,Lush,1.0,0.33,0.01,72,78.0,1,6,0,0.53
7886,TRESemmé Keratin Smooth Shampoo,TRESemmé,1.0,0.025,0.6,39,65.0,0,1,0,0.269166666666667
7887,BODY MILK SPF 20 - 24H WATER RESISTANCE - BANANA - 125ML,MARC JACOBS,1.18,0.000116798,0.032855,36,0.0,0,2,1,0.5086805504
7888,Cetaphil Gentle Skin Cleanser,Cetaphil,2.0,4.66,1.34,35,86.0,1,3,2,0.712
7889,Luster shampoo,Billy Joel,48.0,6.25,0.091,120,4.64,1,5,1,0.126
7890,CARL'S FACE NUTRITIVE MASCULINE SKIN CARE CREAM 150 ML,CARL'S FACE,139.0,52.16,4.86,27,0.0,1,5,0,21.34
7891,Dark spot corrective cream,PUR,120.0,9.64,1.85,44,27.9,0,8,0,0.552
7892,BALANCE - Micellar Shower Gel,Garnier,5.4,0.907,0.178,15,90.2,0,8,0,0.158
7893,RED APPLE FRAGRANCE LIP BALM,THE BODY SHOP,0.0,0.0,0.0,35,96.0,0,8,0,0.0
7894,Cetaphil Cleanser,Cetaphil,290.0,0.174,5.69,115,93.5,0,6,0,0.137
7895,Alfa Duo,Alfa,71.0,0.092,0.24,13,0.0,0,8,0,0.406
7896,Dove Pure Care Dry Oil Body Lotion,Dove,0.7,1.93,1.37,16,89.0,0,5,0,1.37
7897,Baby Oil,Moroccanoil,5.0,10.87,0.23,123,0.0,26,7,0,0.655
7898,CARING NATURE OIL-CONTROL LIP BALM,CARING NATURE,2.0,1.02,1.63,88,0.39,2,8,0,0.68166665
7899,Luxury Hair Treatment,Kiehl's,0.45,0.16,0.033,18,0.18,1,6,0,0.37
7900,Cerevisiae Skin Fortifying Radiance,Darphin,0.52,0.0112,0.0086,4,96.21,0,8,0,0.0461
7901,Beauty,Made by Nature,0.0,2.5,0.27,101,89.0,0,7,0,0.73
7902,Bruna Red Lip Tint,Bruna,1.36,0.058,0.969,5,0.9,0,4,0,0.401
7903,Pure Cucumber Eye Gel,The Body Shop,4.7,0.0976,0.0556,12,92.14,12,4,0,0.00267
7904,Mascara Nude Mesh Brows,Maybelline NY,1.0,0.296,0.01,7,0.9885,6,8,1,0.296
7905,L’Oréal Paris Glam Shine Superior Lip Gloss,L’Oréal Paris,0.2,0.0038,0.0017,10,86.1,2,1,0,0.0522
7906,SUN BUM Beach Formula Lotion SPF 30,SUN BUM,10.0,1.33,0.038,30,11.73,1,6,0,0.228
7907,Born This Way Foundation,Too Faced,1.38,0.099,0.041,50,90.2,10,7,1,0.386
7908,Skin Care,Rubis,21.0,0.003496862,11.7178054,40,92.5,3,7,0,0.8064169
7909,Neutrogena Hydro Boost Water Gel,Neutrogena,0.444,0.296,0.238,30,90.32,1,9,0,0.874
7910,NIVEA Creme Original,NIVEA,0.0,61.36,1.02,0,93.3,9,7,0,0.8038359868355636
7911,Beautiful,Body Shop,1.0,0.247,0.0045,168,75.0,4,9,0,0.565
7912,DOUBLE-SIDED TAPE,3M,0.122,0.008,0.055,17,0.0,0,8,2,0.0
7913,MARRY ME PINK MATTE LIPSTICK,MAC,0.0,0.227,1.99,25,44.1,1,5,0,0.385
7914,SUNKIN GENTLE SHEA BUTTER CLEANSING OIL,SUNKIN,0.0,1.07,2.23,38,0.0,1,7,0,0.54
7915,Skin Replenishing Cream,L'Oreal Paris,7.8,2.55,0.00783,8,90.0,2,6,0,5.486384233
7916,Jovial,Jovial,1.0,0.05,0.028,19,0.09,2,3,0,0.146
7917,JANE IREDALE® Glow Time Full Coverage Mineral BB Cream Broad Spectrum SPF 25,JANE IREDALE,1.8,2.08,0.037,15,35.0,1,8,0,0.58998025
7918,BB Cream,NARS,3.0,0.5217,0.016,14,0.9998,0,8,0,0.3663
7919,M.A.C. Eye Kohl,M.A.C.,0.398,0.037,0.013,2,0.48,0,0,0,0.117
7920,Mascara,L'Oreal Paris,1.0,0.0832,0.00332,16,0.93,0,9,1,0.0232
7921,Vitamin C Serum,Truly Organic,1.37,0.591,0.136,26,94.9,2,6,0,0.217
7922,SUN BUM Original SPF 50 SPF 50 Sunscreen Lotion,Sun Bum,2.7,0.51,0.0115,34,0.0,5,8,0,0.218843649
7923,Orange blossom water,Le Mieux,60.0,0.99780781,0.020382852,57,0.22,0,8,0,0.182379008
7924,Mascara,L'Oreal Paris,19.1,3.3,12.0,12,4.0,0,6,0,0.577916667
7925,Cosmospa,Cosmospa,3.5,0.097117117,1.41,6,0.01,0,10,0,0.206847307
7926,Nutrilite™ Nature's Bounty® Men's Multivitamin,Amway,381.86729129,0.001630220653,1.224793759,19,0.12,0,6,0,0.148644011
7927,Dove Men + Care Fresh Clean Feel,Dove,0.22,0.0049208,0.0010624,31,92.0,0,8,0,0.41832
7928,BODY,Dove,0.0,0.01,0.08,0,0.0,0,9,0,0.0058584681
7929,White Tea and Pink Grapefruit Hand Wash,The Body Shop,1.0,1.215,0.024,143,5.0,0,1,0,16.234
7930,Lush,Lush,193.0,0.0,0.0,19,0.0,4,5,0,0.84375
7931,SkinCeuticals AOX,Skinceuticals,0.357,0.093,2.35,42,0.0,1,4,0,0.345
7932,Garnier Pure Active Pure Active Blemish Fighting Gel Cleanser,Garnier,1300.0,668.49,2.51,140,100.0,2,10,0,54.59
7933,Women's dry shampoo,Khiel's,25.2,0.0064,0.0085,12,0.0,0,8,0,0.6356
